Foldername,BERTScore Precision,BERTScore Recall,BERTScore F1
generated_msg/formatted/llama2_70b,0.88,0.87,0.87
generated_msg/formatted/llama2_70b,0.89,0.9,0.9
generated_msg/formatted/llama2_70b,0.88,0.87,0.88
generated_msg/formatted/llama2_70b,0.86,0.9,0.88
generated_msg/formatted/llama2_70b,0.88,0.85,0.87
generated_msg/formatted/llama2_70b,0.91,0.91,0.91
generated_msg/formatted/llama2_70b,0.89,0.92,0.91
generated_msg/formatted/llama2_70b,0.85,0.88,0.87
generated_msg/formatted/llama2_70b,0.94,0.93,0.94
generated_msg/formatted/llama2_70b,0.81,0.86,0.83
generated_msg/formatted/llama2_70b,0.86,0.84,0.85
generated_msg/formatted/llama2_70b,0.89,0.85,0.87
generated_msg/formatted/llama2_70b,0.86,0.9,0.88
generated_msg/formatted/llama2_70b,0.83,0.85,0.84
generated_msg/formatted/llama2_70b,0.84,0.83,0.83
generated_msg/formatted/llama2_70b,0.84,0.92,0.88
generated_msg/formatted/llama2_70b,0.82,0.86,0.84
generated_msg/formatted/llama2_70b,0.84,0.85,0.84
generated_msg/formatted/llama2_70b,0.84,0.9,0.87
generated_msg/formatted/llama2_70b,0.85,0.87,0.86
generated_msg/formatted/llama2_70b,0.88,0.88,0.88
generated_msg/formatted/llama2_70b,0.85,0.84,0.85
generated_msg/formatted/llama2_70b,0.87,0.86,0.86
generated_msg/formatted/llama2_70b,0.87,0.88,0.87
generated_msg/formatted/llama2_70b,0.83,0.81,0.82
generated_msg/formatted/llama2_70b,0.87,0.89,0.88
generated_msg/formatted/llama2_70b,0.8,0.82,0.81
generated_msg/formatted/llama2_70b,0.86,0.84,0.85
generated_msg/formatted/llama2_70b,0.87,0.89,0.88
generated_msg/formatted/llama2_70b,0.92,0.96,0.94
generated_msg/formatted/llama2_70b,0.85,0.86,0.85
generated_msg/formatted/llama2_70b,0.83,0.84,0.83
generated_msg/formatted/llama2_70b,0.86,0.85,0.86
generated_msg/formatted/llama2_70b,0.88,0.91,0.9
generated_msg/formatted/llama2_70b,0.83,0.88,0.85
generated_msg/formatted/llama2_70b,0.93,0.84,0.88
generated_msg/formatted/llama2_70b,0.9,0.9,0.9
generated_msg/formatted/llama2_70b,0.9,0.9,0.9
generated_msg/formatted/llama2_70b,0.84,0.87,0.86
generated_msg/formatted/llama2_70b,0.83,0.89,0.86
generated_msg/formatted/llama2_70b,0.88,0.89,0.89
generated_msg/formatted/llama2_70b,0.87,0.9,0.88
generated_msg/formatted/llama2_70b,0.84,0.86,0.85
generated_msg/formatted/llama2_70b,0.95,0.95,0.95
generated_msg/formatted/llama2_70b,0.86,0.9,0.88
generated_msg/formatted/llama2_70b,0.84,0.86,0.85
generated_msg/formatted/llama2_70b,0.87,0.89,0.88
generated_msg/formatted/llama2_70b,0.83,0.84,0.83
generated_msg/formatted/llama2_70b,0.95,0.97,0.96
generated_msg/formatted/llama2_70b,0.87,0.83,0.85
generated_msg/formatted/llama2_70b,0.84,0.86,0.85
generated_msg/formatted/llama2_70b,0.89,0.9,0.89
generated_msg/formatted/llama2_70b,0.88,0.89,0.88
generated_msg/formatted/llama2_70b,0.91,0.86,0.89
generated_msg/formatted/llama2_70b,0.81,0.81,0.81
generated_msg/formatted/llama2_70b,0.86,0.91,0.89
generated_msg/formatted/llama2_70b,0.91,0.88,0.89
generated_msg/formatted/llama2_70b,0.89,0.89,0.89
generated_msg/formatted/llama2_70b,0.88,0.91,0.89
generated_msg/formatted/llama2_70b,0.86,0.89,0.88
generated_msg/formatted/llama2_70b,0.8,0.85,0.83
generated_msg/formatted/llama2_70b,0.92,0.91,0.91
generated_msg/formatted/llama2_70b,0.87,0.91,0.89
generated_msg/formatted/llama2_70b,0.87,0.92,0.89
generated_msg/formatted/llama2_70b,0.82,0.81,0.81
generated_msg/formatted/llama2_70b,0.86,0.87,0.87
generated_msg/formatted/llama2_70b,0.84,0.86,0.85
generated_msg/formatted/llama2_70b,0.9,0.86,0.88
generated_msg/formatted/llama2_70b,0.84,0.89,0.86
generated_msg/formatted/llama2_70b,0.86,0.85,0.86
generated_msg/formatted/llama2_70b,0.92,0.9,0.91
generated_msg/formatted/llama2_70b,0.83,0.86,0.85
generated_msg/formatted/llama2_70b,0.87,0.83,0.85
generated_msg/formatted/llama2_70b,0.83,0.88,0.86
generated_msg/formatted/llama2_70b,0.82,0.93,0.87
generated_msg/formatted/llama2_70b,0.9,0.89,0.9
generated_msg/formatted/llama2_70b,0.85,0.88,0.86
generated_msg/formatted/llama2_70b,0.87,0.91,0.89
generated_msg/formatted/llama2_70b,0.88,0.87,0.87
generated_msg/formatted/llama2_70b,0.82,0.83,0.82
generated_msg/formatted/llama2_70b,0.9,0.93,0.92
generated_msg/formatted/llama2_70b,0.81,0.82,0.81
generated_msg/formatted/llama2_70b,0.86,0.85,0.85
generated_msg/formatted/llama2_70b,0.88,0.88,0.88
generated_msg/formatted/llama2_70b,0.83,0.85,0.84
generated_msg/formatted/llama2_70b,0.9,0.91,0.91
generated_msg/formatted/llama2_70b,0.87,0.91,0.89
generated_msg/formatted/llama2_70b,0.86,0.91,0.89
generated_msg/formatted/llama2_70b,0.84,0.86,0.85
generated_msg/formatted/llama2_70b,0.85,0.83,0.84
generated_msg/formatted/llama2_70b,0.82,0.83,0.82
generated_msg/formatted/llama2_70b,0.95,0.95,0.95
generated_msg/formatted/llama2_70b,0.92,0.91,0.91
generated_msg/formatted/llama2_70b,0.91,0.95,0.93
generated_msg/formatted/llama2_70b,0.95,0.93,0.94
generated_msg/formatted/llama2_70b,0.82,0.85,0.83
generated_msg/formatted/llama2_70b,0.86,0.88,0.87
generated_msg/formatted/llama2_70b,0.85,0.86,0.85
generated_msg/formatted/llama2_70b,0.78,0.87,0.82
generated_msg/formatted/llama2_70b,0.83,0.83,0.83
generated_msg/formatted/llama2_70b,0.79,0.83,0.81
generated_msg/formatted/llama2_70b,0.87,0.87,0.87
generated_msg/formatted/llama2_70b,0.85,0.87,0.86
generated_msg/formatted/llama2_70b,0.83,0.88,0.85
generated_msg/formatted/llama2_70b,0.82,0.85,0.83
generated_msg/formatted/llama2_70b,0.86,0.89,0.88
generated_msg/formatted/llama2_70b,0.85,0.85,0.85
generated_msg/formatted/llama2_70b,0.93,0.91,0.92
generated_msg/formatted/llama2_70b,0.83,0.82,0.82
generated_msg/formatted/llama2_70b,0.89,0.91,0.9
generated_msg/formatted/llama2_70b,0.85,0.85,0.85
generated_msg/formatted/llama2_70b,0.83,0.86,0.85
generated_msg/formatted/llama2_70b,0.87,0.89,0.88
generated_msg/formatted/llama2_70b,0.84,0.86,0.85
generated_msg/formatted/llama2_70b,0.89,0.93,0.91
generated_msg/formatted/llama2_70b,0.87,0.87,0.87
generated_msg/formatted/llama2_70b,0.84,0.88,0.86
generated_msg/formatted/llama2_70b,0.85,0.89,0.87
generated_msg/formatted/llama2_70b,0.87,0.84,0.85
generated_msg/formatted/llama2_70b,0.86,0.85,0.85
generated_msg/formatted/llama2_70b,0.87,0.89,0.88
generated_msg/formatted/llama2_70b,0.84,0.85,0.85
generated_msg/formatted/llama2_70b,0.86,0.85,0.85
generated_msg/formatted/llama2_70b,0.78,0.89,0.83
generated_msg/formatted/llama2_70b,0.86,0.85,0.86
generated_msg/formatted/llama2_70b,0.9,0.94,0.92
generated_msg/formatted/llama2_70b,0.8,0.84,0.82
generated_msg/formatted/llama2_70b,0.86,0.85,0.85
generated_msg/formatted/llama2_70b,0.76,0.83,0.79
generated_msg/formatted/llama2_70b,0.82,0.84,0.83
generated_msg/formatted/llama2_70b,0.86,0.87,0.87
generated_msg/formatted/llama2_70b,0.86,0.89,0.88
generated_msg/formatted/llama2_70b,0.82,0.85,0.83
generated_msg/formatted/llama2_70b,0.83,0.83,0.83
generated_msg/formatted/llama2_70b,0.85,0.88,0.86
generated_msg/formatted/llama2_70b,0.9,0.88,0.89
generated_msg/formatted/llama2_70b,0.85,0.85,0.85
generated_msg/formatted/llama2_70b,0.81,0.81,0.81
generated_msg/formatted/llama2_70b,0.84,0.84,0.84
generated_msg/formatted/llama2_70b,0.85,0.84,0.84
generated_msg/formatted/llama2_70b,0.85,0.83,0.84
generated_msg/formatted/llama2_70b,0.85,0.87,0.86
generated_msg/formatted/llama2_70b,0.86,0.9,0.88
generated_msg/formatted/llama2_70b,0.82,0.86,0.84
generated_msg/formatted/llama2_70b,0.85,0.85,0.85
generated_msg/formatted/llama2_70b,0.89,0.9,0.9
generated_msg/formatted/llama2_70b,0.83,0.82,0.83
generated_msg/formatted/llama2_70b,0.85,0.88,0.86
generated_msg/formatted/llama2_70b,0.78,0.83,0.8
generated_msg/formatted/llama2_70b,0.88,0.9,0.89
generated_msg/formatted/llama2_70b,0.87,0.88,0.88
generated_msg/formatted/llama2_70b,0.83,0.84,0.83
generated_msg/formatted/llama2_70b,0.86,0.91,0.88
generated_msg/formatted/llama2_70b,0.89,0.89,0.89
generated_msg/formatted/llama2_70b,0.84,0.88,0.86
generated_msg/formatted/llama2_70b,0.87,0.89,0.88
generated_msg/formatted/llama2_70b,0.87,0.87,0.87
generated_msg/formatted/llama2_70b,0.85,0.83,0.84
generated_msg/formatted/llama2_70b,0.81,0.85,0.83
generated_msg/formatted/llama2_70b,0.9,0.92,0.91
generated_msg/formatted/llama2_70b,0.88,0.92,0.9
generated_msg/formatted/llama2_70b,0.81,0.84,0.82
generated_msg/formatted/llama2_70b,0.86,0.88,0.87
generated_msg/formatted/llama2_70b,0.86,0.91,0.89
generated_msg/formatted/llama2_70b,0.85,0.87,0.86
generated_msg/formatted/llama2_70b,0.87,0.85,0.86
generated_msg/formatted/llama2_70b,0.88,0.86,0.87
generated_msg/formatted/llama2_70b,0.9,0.86,0.88
generated_msg/formatted/llama2_70b,0.87,0.89,0.88
generated_msg/formatted/llama2_70b,0.92,0.91,0.91
generated_msg/formatted/llama2_70b,0.86,0.94,0.9
generated_msg/formatted/llama2_70b,0.88,0.89,0.89
generated_msg/formatted/llama2_70b,0.83,0.84,0.84
generated_msg/formatted/llama2_70b,0.86,0.9,0.88
generated_msg/formatted/llama2_70b,0.85,0.84,0.85
generated_msg/formatted/llama2_70b,0.87,0.88,0.87
generated_msg/formatted/llama2_70b,0.82,0.82,0.82
generated_msg/formatted/llama2_70b,0.82,0.83,0.82
generated_msg/formatted/llama2_70b,0.82,0.89,0.85
generated_msg/formatted/llama2_70b,0.88,0.87,0.87
generated_msg/formatted/llama2_70b,0.95,0.98,0.96
generated_msg/formatted/llama2_70b,0.87,0.89,0.88
generated_msg/formatted/llama2_70b,0.87,0.88,0.88
generated_msg/formatted/llama2_70b,0.85,0.86,0.85
generated_msg/formatted/llama2_70b,0.85,0.87,0.86
generated_msg/formatted/llama2_70b,0.88,0.89,0.88
generated_msg/formatted/llama2_70b,0.83,0.88,0.85
generated_msg/formatted/llama2_70b,0.87,0.83,0.85
generated_msg/formatted/llama2_70b,0.85,0.86,0.85
generated_msg/formatted/llama2_70b,0.89,0.91,0.9
generated_msg/formatted/llama2_70b,0.86,0.89,0.88
generated_msg/formatted/llama2_70b,0.85,0.85,0.85
generated_msg/formatted/llama2_70b,0.88,0.92,0.9
generated_msg/formatted/llama2_70b,0.85,0.87,0.86
generated_msg/formatted/llama2_70b,0.91,0.9,0.91
generated_msg/formatted/llama2_70b,0.83,0.86,0.85
generated_msg/formatted/llama2_70b,0.85,0.87,0.86
generated_msg/formatted/llama2_70b,0.85,0.87,0.86
generated_msg/formatted/llama2_70b,0.82,0.84,0.83
generated_msg/formatted/llama2_70b,0.9,0.91,0.91
generated_msg/formatted/llama2_70b,0.94,0.92,0.93
generated_msg/formatted/llama2_70b,0.84,0.91,0.88
generated_msg/formatted/paper_llama2_70b,0.87,0.87,0.87
generated_msg/formatted/paper_llama2_70b,0.81,0.84,0.82
generated_msg/formatted/paper_llama2_70b,0.89,0.91,0.9
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.86
generated_msg/formatted/paper_llama2_70b,0.84,0.84,0.84
generated_msg/formatted/paper_llama2_70b,0.91,0.93,0.92
generated_msg/formatted/paper_llama2_70b,0.91,0.9,0.91
generated_msg/formatted/paper_llama2_70b,0.87,0.89,0.88
generated_msg/formatted/paper_llama2_70b,0.85,0.85,0.85
generated_msg/formatted/paper_llama2_70b,0.84,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.83,0.82,0.83
generated_msg/formatted/paper_llama2_70b,0.91,0.93,0.92
generated_msg/formatted/paper_llama2_70b,0.83,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.86,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.82,0.84,0.83
generated_msg/formatted/paper_llama2_70b,0.85,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.91,0.91,0.91
generated_msg/formatted/paper_llama2_70b,0.9,0.9,0.9
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.86,0.87,0.86
generated_msg/formatted/paper_llama2_70b,0.87,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.84,0.84,0.84
generated_msg/formatted/paper_llama2_70b,0.84,0.9,0.87
generated_msg/formatted/paper_llama2_70b,0.84,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.88,0.92,0.9
generated_msg/formatted/paper_llama2_70b,0.87,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.83,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.75,0.75,0.75
generated_msg/formatted/paper_llama2_70b,0.88,0.9,0.89
generated_msg/formatted/paper_llama2_70b,0.82,0.9,0.86
generated_msg/formatted/paper_llama2_70b,0.84,0.87,0.85
generated_msg/formatted/paper_llama2_70b,0.81,0.83,0.82
generated_msg/formatted/paper_llama2_70b,0.8,0.82,0.81
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.85,0.83,0.84
generated_msg/formatted/paper_llama2_70b,0.83,0.89,0.86
generated_msg/formatted/paper_llama2_70b,0.89,0.86,0.87
generated_msg/formatted/paper_llama2_70b,0.83,0.86,0.84
generated_msg/formatted/paper_llama2_70b,0.85,0.89,0.87
generated_msg/formatted/paper_llama2_70b,0.84,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.89,0.89,0.89
generated_msg/formatted/paper_llama2_70b,0.84,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.9,0.91,0.91
generated_msg/formatted/paper_llama2_70b,0.86,0.85,0.85
generated_msg/formatted/paper_llama2_70b,0.86,0.82,0.84
generated_msg/formatted/paper_llama2_70b,0.87,0.87,0.87
generated_msg/formatted/paper_llama2_70b,0.88,0.86,0.87
generated_msg/formatted/paper_llama2_70b,0.89,0.92,0.91
generated_msg/formatted/paper_llama2_70b,0.91,0.92,0.91
generated_msg/formatted/paper_llama2_70b,0.85,0.92,0.88
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.88,0.93,0.91
generated_msg/formatted/paper_llama2_70b,0.84,0.87,0.85
generated_msg/formatted/paper_llama2_70b,0.87,0.87,0.87
generated_msg/formatted/paper_llama2_70b,0.83,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.89,0.88,0.89
generated_msg/formatted/paper_llama2_70b,0.84,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.87,0.83,0.85
generated_msg/formatted/paper_llama2_70b,0.86,0.89,0.88
generated_msg/formatted/paper_llama2_70b,0.88,0.88,0.88
generated_msg/formatted/paper_llama2_70b,0.84,0.83,0.83
generated_msg/formatted/paper_llama2_70b,0.87,0.87,0.87
generated_msg/formatted/paper_llama2_70b,0.95,0.89,0.92
generated_msg/formatted/paper_llama2_70b,0.89,0.88,0.88
generated_msg/formatted/paper_llama2_70b,0.84,0.91,0.87
generated_msg/formatted/paper_llama2_70b,0.89,0.87,0.88
generated_msg/formatted/paper_llama2_70b,0.94,0.92,0.93
generated_msg/formatted/paper_llama2_70b,0.84,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.89,0.93,0.91
generated_msg/formatted/paper_llama2_70b,0.87,0.91,0.89
generated_msg/formatted/paper_llama2_70b,0.89,0.91,0.9
generated_msg/formatted/paper_llama2_70b,0.84,0.89,0.86
generated_msg/formatted/paper_llama2_70b,0.87,0.93,0.9
generated_msg/formatted/paper_llama2_70b,0.86,0.86,0.86
generated_msg/formatted/paper_llama2_70b,0.84,0.89,0.87
generated_msg/formatted/paper_llama2_70b,0.84,0.87,0.86
generated_msg/formatted/paper_llama2_70b,0.82,0.88,0.85
generated_msg/formatted/paper_llama2_70b,0.9,0.93,0.91
generated_msg/formatted/paper_llama2_70b,0.91,0.91,0.91
generated_msg/formatted/paper_llama2_70b,0.82,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.87,0.85,0.86
generated_msg/formatted/paper_llama2_70b,0.9,0.89,0.89
generated_msg/formatted/paper_llama2_70b,0.92,0.93,0.93
generated_msg/formatted/paper_llama2_70b,0.91,0.92,0.91
generated_msg/formatted/paper_llama2_70b,0.87,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.8,0.85,0.82
generated_msg/formatted/paper_llama2_70b,0.86,0.89,0.88
generated_msg/formatted/paper_llama2_70b,0.84,0.87,0.85
generated_msg/formatted/paper_llama2_70b,0.87,0.85,0.86
generated_msg/formatted/paper_llama2_70b,0.8,0.82,0.81
generated_msg/formatted/paper_llama2_70b,0.93,0.91,0.92
generated_msg/formatted/paper_llama2_70b,0.81,0.85,0.83
generated_msg/formatted/paper_llama2_70b,0.83,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.86,0.83,0.85
generated_msg/formatted/paper_llama2_70b,0.91,0.86,0.88
generated_msg/formatted/paper_llama2_70b,0.82,0.83,0.83
generated_msg/formatted/paper_llama2_70b,0.83,0.89,0.86
generated_msg/formatted/paper_llama2_70b,0.87,0.89,0.88
generated_msg/formatted/paper_llama2_70b,0.93,0.95,0.94
generated_msg/formatted/paper_llama2_70b,0.87,0.9,0.89
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.86
generated_msg/formatted/paper_llama2_70b,0.94,0.98,0.96
generated_msg/formatted/paper_llama2_70b,0.84,0.9,0.87
generated_msg/formatted/paper_llama2_70b,0.88,0.87,0.88
generated_msg/formatted/paper_llama2_70b,0.85,0.9,0.88
generated_msg/formatted/paper_llama2_70b,0.84,0.83,0.84
generated_msg/formatted/paper_llama2_70b,0.89,0.93,0.91
generated_msg/formatted/paper_llama2_70b,0.86,0.84,0.85
generated_msg/formatted/paper_llama2_70b,0.84,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.92,0.95,0.93
generated_msg/formatted/paper_llama2_70b,0.79,0.83,0.81
generated_msg/formatted/paper_llama2_70b,0.84,0.83,0.83
generated_msg/formatted/paper_llama2_70b,0.84,0.88,0.86
generated_msg/formatted/paper_llama2_70b,0.86,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.88,0.91,0.89
generated_msg/formatted/paper_llama2_70b,0.86,0.86,0.86
generated_msg/formatted/paper_llama2_70b,0.89,0.92,0.9
generated_msg/formatted/paper_llama2_70b,0.87,0.88,0.88
generated_msg/formatted/paper_llama2_70b,0.84,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.85,0.84,0.84
generated_msg/formatted/paper_llama2_70b,0.86,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.87,0.83,0.85
generated_msg/formatted/paper_llama2_70b,0.81,0.87,0.84
generated_msg/formatted/paper_llama2_70b,0.85,0.89,0.87
generated_msg/formatted/paper_llama2_70b,0.86,0.85,0.85
generated_msg/formatted/paper_llama2_70b,0.8,0.87,0.84
generated_msg/formatted/paper_llama2_70b,0.9,0.93,0.91
generated_msg/formatted/paper_llama2_70b,0.82,0.82,0.82
generated_msg/formatted/paper_llama2_70b,0.84,0.88,0.86
generated_msg/formatted/paper_llama2_70b,0.84,0.85,0.85
generated_msg/formatted/paper_llama2_70b,0.82,0.91,0.86
generated_msg/formatted/paper_llama2_70b,0.82,0.86,0.84
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.86
generated_msg/formatted/paper_llama2_70b,0.9,0.87,0.88
generated_msg/formatted/paper_llama2_70b,0.85,0.89,0.87
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.86
generated_msg/formatted/paper_llama2_70b,0.84,0.87,0.85
generated_msg/formatted/paper_llama2_70b,0.94,0.94,0.94
generated_msg/formatted/paper_llama2_70b,0.9,0.89,0.9
generated_msg/formatted/paper_llama2_70b,0.9,0.93,0.91
generated_msg/formatted/paper_llama2_70b,0.87,0.91,0.89
generated_msg/formatted/paper_llama2_70b,0.81,0.86,0.83
generated_msg/formatted/paper_llama2_70b,0.83,0.83,0.83
generated_msg/formatted/paper_llama2_70b,0.87,0.9,0.88
generated_msg/formatted/paper_llama2_70b,0.9,0.84,0.87
generated_msg/formatted/paper_llama2_70b,0.95,0.9,0.92
generated_msg/formatted/paper_llama2_70b,0.82,0.84,0.83
generated_msg/formatted/paper_llama2_70b,0.89,0.89,0.89
generated_msg/formatted/paper_llama2_70b,0.9,0.9,0.9
generated_msg/formatted/paper_llama2_70b,0.83,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.85,0.89,0.87
generated_msg/formatted/paper_llama2_70b,0.83,0.83,0.83
generated_msg/formatted/paper_llama2_70b,0.9,0.92,0.91
generated_msg/formatted/paper_llama2_70b,0.86,0.87,0.87
generated_msg/formatted/paper_llama2_70b,0.83,0.8,0.81
generated_msg/formatted/paper_llama2_70b,0.83,0.82,0.82
generated_msg/formatted/paper_llama2_70b,0.87,0.87,0.87
generated_msg/formatted/paper_llama2_70b,0.85,0.84,0.85
generated_msg/formatted/paper_llama2_70b,0.88,0.89,0.88
generated_msg/formatted/paper_llama2_70b,0.87,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.81,0.83,0.82
generated_msg/formatted/paper_llama2_70b,0.84,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.8,0.84,0.82
generated_msg/formatted/paper_llama2_70b,0.91,0.92,0.92
generated_msg/formatted/paper_llama2_70b,0.81,0.86,0.84
generated_msg/formatted/paper_llama2_70b,0.84,0.92,0.88
generated_msg/formatted/paper_llama2_70b,0.78,0.9,0.83
generated_msg/formatted/paper_llama2_70b,0.83,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.82,0.85,0.83
generated_msg/formatted/paper_llama2_70b,0.83,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.89,0.96,0.92
generated_msg/formatted/paper_llama2_70b,0.87,0.89,0.88
generated_msg/formatted/paper_llama2_70b,0.93,0.92,0.93
generated_msg/formatted/paper_llama2_70b,0.83,0.86,0.84
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.86
generated_msg/formatted/paper_llama2_70b,0.92,0.94,0.93
generated_msg/formatted/paper_llama2_70b,0.85,0.9,0.88
generated_msg/formatted/paper_llama2_70b,0.87,0.91,0.89
generated_msg/formatted/paper_llama2_70b,0.91,0.92,0.92
generated_msg/formatted/paper_llama2_70b,0.83,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.82,0.85,0.83
generated_msg/formatted/paper_llama2_70b,0.82,0.86,0.84
generated_msg/formatted/paper_llama2_70b,0.82,0.83,0.83
generated_msg/formatted/paper_llama2_70b,0.89,0.93,0.91
generated_msg/formatted/paper_llama2_70b,0.84,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.89,0.93,0.91
generated_msg/formatted/paper_llama2_70b,0.87,0.86,0.86
generated_msg/formatted/paper_llama2_70b,0.84,0.91,0.88
generated_msg/formatted/paper_llama2_70b,0.82,0.86,0.84
generated_msg/formatted/paper_llama2_70b,0.89,0.9,0.9
generated_msg/formatted/paper_llama2_70b,0.86,0.86,0.86
generated_msg/formatted/paper_llama2_70b,0.87,0.89,0.88
generated_msg/formatted/paper_llama2_70b,0.82,0.83,0.82
generated_msg/formatted/paper_llama2_70b,0.84,0.87,0.86
generated_msg/formatted/paper_llama2_70b,0.83,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.88,0.86,0.87
generated_msg/formatted/paper_llama2_70b,0.87,0.87,0.87
generated_msg/formatted/paper_llama2_70b,0.79,0.88,0.83
generated_msg/formatted/paper_llama2_70b,0.87,0.87,0.87
generated_msg/formatted/paper_llama2_70b,0.84,0.85,0.85
generated_msg/formatted/paper_llama2_70b,0.85,0.9,0.88
generated_msg/formatted/paper_llama2_70b,0.89,0.88,0.89
generated_msg/formatted/paper_llama2_70b,0.86,0.86,0.86
generated_msg/formatted/paper_llama2_70b,0.8,0.84,0.82
generated_msg/formatted/paper_llama2_70b,0.83,0.84,0.84
generated_msg/formatted/paper_llama2_70b,0.81,0.83,0.82
generated_msg/formatted/paper_llama2_70b,0.9,0.9,0.9
generated_msg/formatted/paper_llama2_70b,0.84,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.83,0.88,0.86
generated_msg/formatted/paper_llama2_70b,0.86,0.9,0.88
generated_msg/formatted/paper_llama2_70b,0.9,0.87,0.88
generated_msg/formatted/paper_llama2_70b,0.85,0.86,0.86
generated_msg/formatted/paper_llama2_70b,0.92,0.94,0.93
generated_msg/formatted/paper_llama2_70b,0.87,0.86,0.87
generated_msg/formatted/paper_llama2_70b,0.86,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.79,0.9,0.84
generated_msg/formatted/paper_llama2_70b,0.85,0.87,0.86
generated_msg/formatted/paper_llama2_70b,0.86,0.87,0.86
generated_msg/formatted/paper_llama2_70b,0.81,0.84,0.83
generated_msg/formatted/paper_llama2_70b,0.88,0.88,0.88
generated_msg/formatted/paper_llama2_70b,0.9,0.94,0.92
generated_msg/formatted/paper_llama2_70b,0.87,0.85,0.86
generated_msg/formatted/paper_llama2_70b,0.87,0.86,0.86
generated_msg/formatted/paper_llama2_70b,0.9,0.92,0.91
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.87
generated_msg/formatted/paper_llama2_70b,0.88,0.88,0.88
generated_msg/formatted/paper_llama2_70b,0.89,0.92,0.9
generated_msg/formatted/paper_llama2_70b,0.84,0.87,0.86
generated_msg/formatted/paper_llama2_70b,0.87,0.91,0.89
generated_msg/formatted/paper_llama2_70b,0.85,0.87,0.86
generated_msg/formatted/paper_llama2_70b,0.88,0.88,0.88
generated_msg/formatted/paper_llama2_70b,0.83,0.87,0.85
generated_msg/formatted/paper_llama2_70b,0.89,0.94,0.91
generated_msg/formatted/paper_llama2_70b,0.91,0.93,0.92
generated_msg/formatted/paper_llama2_70b,0.85,0.83,0.84
generated_msg/formatted/paper_llama2_70b,0.89,0.92,0.9
generated_msg/formatted/paper_llama2_70b,0.85,0.89,0.87
generated_msg/formatted/paper_llama2_70b,0.81,0.86,0.83
generated_msg/formatted/paper_llama2_70b,0.83,0.82,0.82
generated_msg/formatted/paper_llama2_70b,0.84,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.89,0.89,0.89
generated_msg/formatted/paper_llama2_70b,0.84,0.9,0.87
generated_msg/formatted/paper_llama2_70b,0.81,0.84,0.83
generated_msg/formatted/paper_llama2_70b,0.84,0.85,0.84
generated_msg/formatted/paper_llama2_70b,0.81,0.84,0.83
generated_msg/formatted/paper_llama2_70b,0.88,0.94,0.91
generated_msg/formatted/paper_llama2_70b,0.86,0.86,0.86
generated_msg/formatted/paper_llama2_70b,0.88,0.93,0.9
generated_msg/formatted/paper_llama2_70b,0.85,0.88,0.86
generated_msg/formatted/paper_llama2_70b,0.84,0.84,0.84
generated_msg/formatted/paper_llama2_70b,0.84,0.86,0.85
generated_msg/formatted/paper_llama2_70b,0.81,0.88,0.84
generated_msg/formatted/paper_llama2_70b,0.89,0.89,0.89
